Timestamp,Coder,Video ID,Timecode,Type,Duration,Code,Notes
4/17/2025 10:18:06,Amber,NonvV2Hc7h0,919,interval,28,patriotism,
4/17/2025 10:18:01,Malia,hBMoPUAeLnY,2770,interval,19,campaign,
4/17/2025 10:17:49,rosie,adLMXI7J1wY,4124,interval,12,healthcare,
4/17/2025 10:17:46,Amber,NonvV2Hc7h0,874,interval,44,econtax,
4/17/2025 10:17:45,Malia,hBMoPUAeLnY,2736,interval,20,sportsculture,
4/17/2025 10:17:45,Thomas Leonard,_y-59phRHRM,6646,interval,133,econtax,
4/17/2025 10:17:43,rosie,adLMXI7J1wY,4113,interval,13,econtax,
4/17/2025 10:17:42,Michael Citarella,fRyyTAs1XY8,4954,interval,15,econtax,
4/17/2025 10:17:41,Michael Citarella,fRyyTAs1XY8,4956,interval,11,climate,
4/17/2025 10:17:34,Malia,hBMoPUAeLnY,2707,interval,27,campaign,
4/17/2025 10:17:33,Malia,hBMoPUAeLnY,2728,interval,5,econtax,
4/17/2025 10:17:31,rosie,adLMXI7J1wY,4099,interval,5,patriotism,
4/17/2025 10:17:29,Malia,hBMoPUAeLnY,2668,interval,57,sportsculture,
4/17/2025 10:17:25,Michael Citarella,fRyyTAs1XY8,4933,interval,1,ad,
4/17/2025 10:17:23,Malia,hBMoPUAeLnY,2709,interval,3,familypersonal,
4/17/2025 10:17:22,Michael Citarella,fRyyTAs1XY8,4915,interval,13,climate,
4/17/2025 10:17:21,Thomas Leonard,_y-59phRHRM,6726,interval,8,climate,
4/17/2025 10:17:20,Michael Citarella,fRyyTAs1XY8,4912,interval,12,econtax,
4/17/2025 10:17:13,Thomas Seeger,IJMPV9DlZH4,61,interval,26,international,
4/17/2025 10:17:13,Michael Citarella,fRyyTAs1XY8,4903,interval,7,international,
4/17/2025 10:17:08,Michael Citarella,fRyyTAs1XY8,4892,interval,8,econtax,
4/17/2025 10:17:06,Michael Citarella,fRyyTAs1XY8,4886,interval,11,climate,
4/17/2025 10:17:05,rosie,adLMXI7J1wY,4045,interval,15,campaign,
4/17/2025 10:17:04,Thomas Leonard,_y-59phRHRM,6688,interval,10,climate,
4/17/2025 10:17:04,Malia,hBMoPUAeLnY,2661,interval,12,international,
4/17/2025 10:17:03,Michael Citarella,fRyyTAs1XY8,4889,interval,0,econtax,
4/17/2025 10:17:02,Thomas Seeger,IJMPV9DlZH4,28,interval,37,campaign,
4/17/2025 10:16:58,rosie,adLMXI7J1wY,4005,interval,41,econtax,
4/17/2025 10:16:57,Malia,hBMoPUAeLnY,2579,interval,79,sportsculture,
4/17/2025 10:16:57,Malia,hBMoPUAeLnY,2590,interval,70,familypersonal,
4/17/2025 10:16:44,Thomas Leonard,_y-59phRHRM,6645,interval,13,climate,
4/17/2025 10:16:43,Malia,hBMoPUAeLnY,2600,interval,33,campaign,
4/17/2025 10:16:36,Thomas Leonard,_y-59phRHRM,6372,interval,271,econtax,
4/17/2025 10:16:34,rosie,adLMXI7J1wY,3999,interval,5,international,
4/17/2025 10:16:31,Owen Fick,IJMPV9DlZH4,225,interval,77,lgbtq,
4/17/2025 10:16:29,rosie,adLMXI7J1wY,3992,interval,3,abortion,
4/17/2025 10:16:17,Malia,hBMoPUAeLnY,2415,interval,166,econtax,
4/17/2025 10:15:42,Malia,hBMoPUAeLnY,2417,interval,93,international,
4/17/2025 10:15:36,Amber,NonvV2Hc7h0,694,interval,29,electionsdemocracy,
4/17/2025 10:15:20,Malia,hBMoPUAeLnY,2409,interval,59,familypersonal,
4/17/2025 10:15:13,rosie,adLMXI7J1wY,3935,interval,37,abortion,
4/17/2025 10:15:00,Amber,NonvV2Hc7h0,631,interval,38,electionsdemocracy,
4/17/2025 10:14:58,Michael Citarella,fRyyTAs1XY8,4859,interval,1,familypersonal,
4/17/2025 10:14:56,Michael Citarella,fRyyTAs1XY8,4808,interval,50,familypersonal,
4/17/2025 10:14:54,rosie,adLMXI7J1wY,3898,interval,39,immigration,
4/17/2025 10:14:49,Michael Citarella,fRyyTAs1XY8,4830,interval,14,international,
4/17/2025 10:14:44,Malia,hBMoPUAeLnY,2317,interval,77,campaign,
4/17/2025 10:14:43,Malia,hBMoPUAeLnY,2339,interval,53,lgbtq,
4/17/2025 10:14:42,Malia,hBMoPUAeLnY,2350,interval,41,immigration,
4/17/2025 10:14:35,Malia,hBMoPUAeLnY,2372,interval,5,gender,
4/17/2025 10:14:28,Michael Citarella,fRyyTAs1XY8,4566,interval,236,climate,
4/17/2025 10:14:21,Owen Fick,IJMPV9DlZH4,60,interval,24,international,
4/17/2025 10:14:08,Thomas Leonard,_y-59phRHRM,6192,interval,-6189,econtax,
4/17/2025 10:14:03,Amber,NonvV2Hc7h0,564,interval,20,electionsdemocracy,
4/17/2025 10:13:53,Malia,hBMoPUAeLnY,2167,interval,126,familypersonal,"the ""family personal"" he's mainly talking about are his drastic opinions and personal relationships with crime, women, etc. "
4/17/2025 10:13:48,rosie,adLMXI7J1wY,3803,interval,20,campaign,
4/17/2025 10:13:47,Amber,NonvV2Hc7h0,558,interval,2,patriotism,
4/17/2025 10:13:45,Thomas Seeger,rN3-wC0nkOA,96,interval,1072,familypersonal,
4/17/2025 10:13:42,Michael Citarella,fRyyTAs1XY8,4700,interval,9,healthcare,
4/17/2025 10:13:36,Amber,NonvV2Hc7h0,383,interval,160,patriotism,
4/17/2025 10:13:17,Amber,NonvV2Hc7h0,477,interval,38,electionsdemocracy,
4/17/2025 10:13:01,rosie,adLMXI7J1wY,3706,interval,34,electionsdemocracy,
4/17/2025 10:12:52,Owen Fick,OeiMeYjTOOg,163,interval,200,econtax,
4/17/2025 10:12:45,Amber,NonvV2Hc7h0,432,interval,35,immigration,
4/17/2025 10:12:44,Amber,NonvV2Hc7h0,429,interval,37,econtax,
4/17/2025 10:12:44,Malia,hBMoPUAeLnY,871,interval,1282,familypersonal,
4/17/2025 10:12:38,Thomas Leonard,_y-59phRHRM,6186,interval,4,sportsculture,
4/17/2025 10:12:35,Thomas Leonard,_y-59phRHRM,6076,interval,107,econtax,
4/17/2025 10:12:33,Thomas Leonard,_y-59phRHRM,6172,interval,6,sportsculture,
4/17/2025 10:12:30,Michael Citarella,fRyyTAs1XY8,4534,interval,30,campaign,
4/17/2025 10:12:14,Michael Citarella,fRyyTAs1XY8,4524,interval,9,electionsdemocracy,
4/17/2025 10:12:13,Malia,hBMoPUAeLnY,2089,interval,3,campaign,
4/17/2025 10:12:09,rosie,adLMXI7J1wY,3590,interval,59,campaign,
4/17/2025 10:12:03,Michael Citarella,fRyyTAs1XY8,4415,interval,95,climate,
4/17/2025 10:12:02,Michael Citarella,fRyyTAs1XY8,4485,interval,21,econtax,
4/17/2025 10:11:59,Michael Citarella,fRyyTAs1XY8,4440,interval,63,familypersonal,
4/17/2025 10:11:41,Thomas Leonard,_y-59phRHRM,5564,interval,511,immigration,
4/17/2025 10:11:37,rosie,adLMXI7J1wY,3573,interval,19,electionsdemocracy,
4/17/2025 10:11:31,Malia,hBMoPUAeLnY,2002,interval,7,gender,
4/17/2025 10:11:26,Amber,NonvV2Hc7h0,336,interval,-336,immigration,
4/17/2025 10:11:16,Malia,hBMoPUAeLnY,1969,interval,9,electionsdemocracy,
4/17/2025 10:11:14,rosie,adLMXI7J1wY,3524,interval,27,campaign,
4/17/2025 10:11:14,Amber,NonvV2Hc7h0,313,interval,28,patriotism,
4/17/2025 10:11:12,Michael Citarella,fRyyTAs1XY8,4328,interval,82,econtax,
4/17/2025 10:11:10,Michael Citarella,fRyyTAs1XY8,4378,interval,27,climate,
4/17/2025 10:11:10,Amber,NonvV2Hc7h0,317,interval,17,econtax,
4/17/2025 10:11:09,Owen Fick,OeiMeYjTOOg,59,interval,97,econtax,
4/17/2025 10:10:55,rosie,adLMXI7J1wY,3489,interval,31,electionsdemocracy,
4/17/2025 10:10:53,Amber,NonvV2Hc7h0,260,interval,50,familypersonal,
4/17/2025 10:10:39,Michael Citarella,fRyyTAs1XY8,4324,interval,20,climate,
4/17/2025 10:10:31,Michael Citarella,fRyyTAs1XY8,4326,interval,1,campaign,
4/17/2025 10:10:29,Michael Citarella,fRyyTAs1XY8,3898,interval,424,healthcare,
4/17/2025 10:10:19,Amber,NonvV2Hc7h0,235,interval,24,immigration,
4/17/2025 10:10:13,Malia,hBMoPUAeLnY,1765,interval,89,sportsculture,
4/17/2025 10:10:12,Amber,NonvV2Hc7h0,198,interval,51,patriotism,
4/17/2025 10:10:11,rosie,adLMXI7J1wY,3429,interval,14,sportsculture,
4/17/2025 10:10:09,Owen Fick,OeiMeYjTOOg,6,interval,30,ad,
4/17/2025 10:09:44,Malia,hBMoPUAeLnY,1789,interval,6,gender,
4/17/2025 10:09:38,rosie,adLMXI7J1wY,3369,interval,16,electionsdemocracy,
4/17/2025 10:09:37,rosie,adLMXI7J1wY,3371,interval,12,campaign,
4/17/2025 10:09:35,Amber,NonvV2Hc7h0,187,interval,6,patriotism,
4/17/2025 10:09:33,rosie,adLMXI7J1wY,3363,interval,11,international,
4/17/2025 10:09:31,Michael Citarella,fRyyTAs1XY8,4167,interval,40,religion,
4/17/2025 10:09:23,Amber,NonvV2Hc7h0,130,interval,46,patriotism,
4/17/2025 10:09:23,Malia,hBMoPUAeLnY,1736,interval,17,gender,
4/17/2025 10:08:59,rosie,adLMXI7J1wY,3305,interval,24,race,
4/17/2025 10:08:54,Michael Citarella,fRyyTAs1XY8,4079,interval,55,campaign,
4/17/2025 10:08:46,rosie,adLMXI7J1wY,3261,interval,46,campaign,
4/17/2025 10:08:42,Amber,NonvV2Hc7h0,79,interval,34,campaign,
4/17/2025 10:08:40,Malia,hBMoPUAeLnY,1636,interval,31,international,
4/17/2025 10:08:33,Michael Citarella,fRyyTAs1XY8,4078,interval,12,econtax,
4/17/2025 10:08:32,Amber,NonvV2Hc7h0,57,interval,40,patriotism,
4/17/2025 10:08:19,Michael Citarella,fRyyTAs1XY8,3895,interval,167,econtax,
4/17/2025 10:08:17,rosie,adLMXI7J1wY,3166,interval,89,international,
4/17/2025 10:08:16,Michael Citarella,fRyyTAs1XY8,4022,interval,34,familypersonal,
4/17/2025 10:07:41,Malia,hBMoPUAeLnY,1520,interval,27,sportsculture,
4/17/2025 10:07:22,Thomas Leonard,_y-59phRHRM,5547,interval,11,international,
4/17/2025 10:07:20,Thomas Leonard,_y-59phRHRM,5533,interval,20,immigration,
4/17/2025 10:07:06,Thomas Leonard,_y-59phRHRM,5517,interval,8,international,
4/17/2025 10:07:04,Thomas Leonard,_y-59phRHRM,5391,interval,129,immigration,
4/17/2025 10:07:01,Malia,hBMoPUAeLnY,1454,interval,15,sportsculture,
4/17/2025 10:06:58,Owen Fick,4gkOjroD184,5092,interval,151,familypersonal,
4/17/2025 10:06:57,Owen Fick,4gkOjroD184,5135,interval,107,campaign,
4/17/2025 10:06:54,Michael Citarella,fRyyTAs1XY8,3875,interval,18,healthcare,
4/17/2025 10:06:52,Thomas Leonard,_y-59phRHRM,5489,interval,8,international,
4/17/2025 10:06:50,Malia,hBMoPUAeLnY,1440,interval,7,international,
4/17/2025 10:06:44,Michael Citarella,fRyyTAs1XY8,3837,interval,36,econtax,
4/17/2025 10:06:41,rosie,adLMXI7J1wY,2961,interval,35,international,
4/17/2025 10:06:24,Michael Citarella,fRyyTAs1XY8,3808,interval,25,campaign,
4/17/2025 10:06:23,Malia,hBMoPUAeLnY,1389,interval,3,sportsculture,
4/17/2025 10:06:18,Amber,SL3XfW5IHdU,2427,interval,232,familypersonal,
4/17/2025 10:06:18,Amber,SL3XfW5IHdU,2618,interval,40,campaign,
4/17/2025 10:06:13,Malia,hBMoPUAeLnY,1370,interval,2,sportsculture,
4/17/2025 10:06:12,rosie,adLMXI7J1wY,3082,interval,8,international,
4/17/2025 10:06:11,Michael Citarella,fRyyTAs1XY8,3789,interval,18,econtax,
4/17/2025 10:06:05,rosie,adLMXI7J1wY,3070,interval,9,econtax,
4/17/2025 10:06:03,Michael Citarella,fRyyTAs1XY8,3785,interval,5,campaign,
4/17/2025 10:06:01,rosie,adLMXI7J1wY,3064,interval,8,lgbtq,
4/17/2025 10:05:59,Michael Citarella,fRyyTAs1XY8,3760,interval,23,econtax,
4/17/2025 10:05:59,rosie,adLMXI7J1wY,2856,interval,212,campaign,
4/17/2025 10:05:57,Thomas Leonard,_y-59phRHRM,5340,interval,47,familypersonal,
4/17/2025 10:05:55,Michael Citarella,fRyyTAs1XY8,3751,interval,25,healthcare,
4/17/2025 10:05:46,Michael Citarella,fRyyTAs1XY8,3756,interval,2,campaign,
4/17/2025 10:05:46,Malia,hBMoPUAeLnY,1305,interval,14,campaign,
4/17/2025 10:05:44,Malia,hBMoPUAeLnY,1300,interval,14,econtax,
4/17/2025 10:05:39,Michael Citarella,fRyyTAs1XY8,3720,interval,23,ad,
4/17/2025 10:05:33,Thomas Leonard,_y-59phRHRM,4829,interval,510,immigration,
4/17/2025 10:05:25,Michael Citarella,fRyyTAs1XY8,3599,interval,116,familypersonal,
4/17/2025 10:05:24,Thomas Leonard,_y-59phRHRM,5317,interval,4,campaign,
4/17/2025 10:05:23,Owen Fick,4gkOjroD184,5041,interval,12,familypersonal,
4/17/2025 10:05:23,Michael Citarella,fRyyTAs1XY8,3438,interval,273,healthcare,
4/17/2025 10:05:13,Owen Fick,4gkOjroD184,5011,interval,22,familypersonal,
4/17/2025 10:05:13,Owen Fick,4gkOjroD184,5023,interval,9,campaign,
4/17/2025 10:05:11,Amber,SL3XfW5IHdU,2483,interval,75,campaign,
4/17/2025 10:04:45,Owen Fick,4gkOjroD184,4913,interval,63,familypersonal,
4/17/2025 10:04:18,Michael Citarella,fRyyTAs1XY8,3561,interval,21,campaign,
4/17/2025 10:03:51,Owen Fick,4gkOjroD184,4856,interval,13,campaign,
4/17/2025 10:03:50,Michael Citarella,fRyyTAs1XY8,3495,interval,28,campaign,
4/17/2025 10:03:22,Amber,SL3XfW5IHdU,2366,interval,28,patriotism,
4/17/2025 10:03:21,Malia,hBMoPUAeLnY,992,interval,36,campaign,
4/17/2025 10:03:05,Michael Citarella,fRyyTAs1XY8,3395,interval,39,climate,
4/17/2025 10:03:05,Owen Fick,4gkOjroD184,4633,interval,142,campaign,
4/17/2025 10:02:53,Malia,hBMoPUAeLnY,928,interval,45,campaign,
4/17/2025 10:02:43,Michael Citarella,fRyyTAs1XY8,3324,interval,67,international,
4/17/2025 10:02:41,Michael Citarella,fRyyTAs1XY8,3359,interval,28,climate,
4/17/2025 10:02:35,Amber,SL3XfW5IHdU,2308,interval,17,patriotism,
4/17/2025 10:02:29,Amber,SL3XfW5IHdU,2292,interval,23,campaign,
4/17/2025 10:02:14,Thomas Leonard,_y-59phRHRM,4939,interval,2,international,
4/17/2025 10:02:12,Amber,SL3XfW5IHdU,2168,interval,122,patriotism,
4/17/2025 10:02:09,Thomas Leonard,_y-59phRHRM,4914,interval,18,electionsdemocracy,
4/17/2025 10:02:07,rosie,adLMXI7J1wY,0,interval,2840,ad,
4/17/2025 10:01:59,Thomas Leonard,_y-59phRHRM,4897,interval,13,econtax,
4/17/2025 10:01:56,Amber,SL3XfW5IHdU,2253,interval,13,econtax,
4/17/2025 10:01:50,Thomas Leonard,_y-59phRHRM,4869,interval,24,econtax,
4/17/2025 10:01:32,Thomas Leonard,_y-59phRHRM,4841,interval,16,econtax,
4/17/2025 10:01:16,Thomas Leonard,_y-59phRHRM,4762,interval,63,immigration,
4/17/2025 10:01:12,Thomas Leonard,_y-59phRHRM,4813,interval,4,patriotism,
4/17/2025 10:01:02,Thomas Leonard,_y-59phRHRM,4030,interval,765,electionsdemocracy,
4/17/2025 10:00:57,Michael Citarella,fRyyTAs1XY8,3280,interval,26,climate,
4/17/2025 10:00:43,Michael Citarella,fRyyTAs1XY8,3269,interval,9,familypersonal,
4/17/2025 10:00:38,Michael Citarella,fRyyTAs1XY8,3207,interval,60,international,
4/17/2025 10:00:35,Michael Citarella,fRyyTAs1XY8,3210,interval,53,climate,
4/17/2025 10:00:33,Malia,hBMoPUAeLnY,860,interval,1,electionsdemocracy,
4/17/2025 10:00:32,Malia,hBMoPUAeLnY,848,interval,9,familypersonal,
4/17/2025 10:00:25,Malia,hBMoPUAeLnY,802,interval,42,familypersonal,
4/17/2025 10:00:23,Owen Fick,4gkOjroD184,4427,interval,26,campaign,
4/17/2025 10:00:17,Thomas Leonard,_y-59phRHRM,4684,interval,24,immigration,
4/17/2025 10:00:17,Malia,hBMoPUAeLnY,804,interval,23,campaign,
4/17/2025 10:00:07,Michael Citarella,fRyyTAs1XY8,3172,interval,33,ad,
4/17/2025 10:00:03,Thomas Leonard,_y-59phRHRM,4660,interval,19,immigration,
4/17/2025 10:00:02,Malia,hBMoPUAeLnY,726,interval,72,familypersonal,
4/17/2025 9:59:51,Malia,hBMoPUAeLnY,734,interval,42,campaign,
4/17/2025 9:59:48,Michael Citarella,fRyyTAs1XY8,3126,interval,42,ad,
4/17/2025 9:59:43,Thomas Leonard,_y-59phRHRM,4612,interval,27,immigration,
4/17/2025 9:59:26,Michael Citarella,fRyyTAs1XY8,3101,interval,24,climate,
4/17/2025 9:59:26,Michael Citarella,fRyyTAs1XY8,3109,interval,14,international,
4/17/2025 9:59:24,Malia,hBMoPUAeLnY,308,interval,413,familypersonal,
4/17/2025 9:59:20,Thomas Leonard,_y-59phRHRM,4552,interval,41,immigration,
4/17/2025 9:59:20,Malia,hBMoPUAeLnY,703,interval,11,international,
4/17/2025 9:59:17,Michael Citarella,fRyyTAs1XY8,3075,interval,31,campaign,
4/17/2025 9:59:14,Thomas Leonard,_y-59phRHRM,4576,interval,5,econtax,
4/17/2025 9:59:11,Michael Citarella,fRyyTAs1XY8,3086,interval,9,international,
4/17/2025 9:59:05,Amber,SL3XfW5IHdU,1783,interval,237,patriotism,
4/17/2025 9:59:01,Michael Citarella,fRyyTAs1XY8,3050,interval,23,climate,
4/17/2025 9:58:57,Malia,hBMoPUAeLnY,613,interval,55,sportsculture,
4/17/2025 9:58:57,Owen Fick,4gkOjroD184,4142,interval,182,campaign,
4/17/2025 9:58:48,Michael Citarella,fRyyTAs1XY8,2985,interval,63,familypersonal,
4/17/2025 9:58:19,Thomas Leonard,_y-59phRHRM,4469,interval,3,immigration,
4/17/2025 9:58:19,Malia,hBMoPUAeLnY,579,interval,13,sportsculture,
4/17/2025 9:58:16,Michael Citarella,fRyyTAs1XY8,2799,interval,184,climate,
4/17/2025 9:57:53,Amber,SL3XfW5IHdU,1888,interval,24,familypersonal,
4/17/2025 9:56:41,Michael Citarella,fRyyTAs1XY8,2713,interval,81,healthcare,
4/17/2025 9:56:41,Michael Citarella,fRyyTAs1XY8,1519,interval,1274,lgbtq,
4/17/2025 9:56:29,Thomas Seeger,rN3-wC0nkOA,126,interval,6,religion,
4/17/2025 9:56:03,Amber,SL3XfW5IHdU,1291,interval,455,electionsdemocracy,
4/17/2025 9:55:57,Malia,hBMoPUAeLnY,279,interval,28,campaign,
4/17/2025 9:55:51,Malia,hBMoPUAeLnY,277,interval,20,sportsculture,
4/17/2025 9:55:43,Amber,SL3XfW5IHdU,1655,interval,62,familypersonal,
4/17/2025 9:55:40,Michael Citarella,fRyyTAs1XY8,2485,interval,188,religion,
4/17/2025 9:55:36,Malia,hBMoPUAeLnY,41,interval,224,campaign,
4/17/2025 9:55:28,Malia,hBMoPUAeLnY,225,interval,24,sportsculture,
4/17/2025 9:55:27,Malia,hBMoPUAeLnY,231,interval,16,familypersonal,
4/17/2025 9:55:26,Thomas Seeger,rN3-wC0nkOA,52,interval,17,healthcare,
4/17/2025 9:55:22,Amber,SL3XfW5IHdU,1677,interval,9,patriotism,
4/17/2025 9:55:16,Thomas Seeger,rN3-wC0nkOA,44,interval,15,familypersonal,
4/17/2025 9:55:13,Malia,hBMoPUAeLnY,108,interval,111,sportsculture,
4/17/2025 9:55:12,Malia,hBMoPUAeLnY,105,interval,113,familypersonal,
4/17/2025 9:54:41,Thomas Seeger,rN3-wC0nkOA,15,interval,8,ad,
4/17/2025 9:54:32,Thomas Leonard,_y-59phRHRM,4002,interval,14,familypersonal,
4/17/2025 9:54:31,Thomas Seeger,rN3-wC0nkOA,10,interval,3,religion,
4/17/2025 9:54:24,Owen Fick,4gkOjroD184,3873,interval,17,patriotism,
4/17/2025 9:54:12,rosie,rN3-wC0nkOA,1154,interval,9,religion,
4/17/2025 9:54:05,rosie,rN3-wC0nkOA,961,interval,188,religion,
4/17/2025 9:54:00,Owen Fick,4gkOjroD184,3380,interval,463,religion,
4/17/2025 9:53:55,Michael Citarella,fRyyTAs1XY8,2381,interval,80,familypersonal,
4/17/2025 9:53:53,Malia,hBMoPUAeLnY,37,interval,23,familypersonal,
4/17/2025 9:53:48,Thomas Leonard,_y-59phRHRM,3889,interval,60,familypersonal,
4/17/2025 9:53:38,rosie,rN3-wC0nkOA,1084,interval,9,familypersonal,
4/17/2025 9:53:13,Thomas Leonard,_y-59phRHRM,3847,interval,32,campaign,
4/17/2025 9:52:45,Thomas Leonard,_y-59phRHRM,3744,interval,77,electionsdemocracy,
4/17/2025 9:52:28,rosie,rN3-wC0nkOA,889,interval,65,religion,
4/17/2025 9:52:15,Thomas Leonard,_y-59phRHRM,3726,interval,16,campaign,
4/17/2025 9:52:10,rosie,rN3-wC0nkOA,912,interval,9,familypersonal,
4/17/2025 9:51:56,Thomas Leonard,_y-59phRHRM,3630,interval,95,electionsdemocracy,
4/17/2025 9:51:52,rosie,rN3-wC0nkOA,771,interval,114,religion,
4/17/2025 9:51:50,Thomas Leonard,_y-59phRHRM,3705,interval,9,campaign,
4/17/2025 9:51:32,Michael Citarella,fRyyTAs1XY8,2170,interval,5,sportsculture,
4/17/2025 9:51:19,Thomas Seeger,P8Y2ePl89y8,1266,interval,69,campaign,
4/17/2025 9:51:14,Michael Citarella,fRyyTAs1XY8,2039,interval,100,healthcare,
4/17/2025 9:51:09,Amber,SL3XfW5IHdU,1290,interval,15,familypersonal,
4/17/2025 9:50:55,rosie,rN3-wC0nkOA,762,interval,8,familypersonal,
4/17/2025 9:50:49,rosie,rN3-wC0nkOA,581,interval,177,religion,
4/17/2025 9:50:46,Amber,SL3XfW5IHdU,1276,interval,-1274,familypersonal,
4/17/2025 9:50:31,Amber,SL3XfW5IHdU,1170,interval,90,electionsdemocracy,
4/17/2025 9:50:06,Owen Fick,4gkOjroD184,3307,interval,67,ad,
4/17/2025 9:50:04,Thomas Leonard,_y-59phRHRM,3476,interval,24,campaign,
4/17/2025 9:49:55,Amber,SL3XfW5IHdU,1177,interval,29,patriotism,
4/17/2025 9:49:45,Thomas Leonard,_y-59phRHRM,3453,interval,10,sportsculture,
4/17/2025 9:49:34,Thomas Leonard,_y-59phRHRM,3425,interval,17,familypersonal,
4/17/2025 9:49:33,Owen Fick,4gkOjroD184,2976,interval,332,religion,
4/17/2025 9:49:27,Michael Citarella,fRyyTAs1XY8,1603,interval,323,healthcare,
4/17/2025 9:49:16,Amber,SL3XfW5IHdU,977,interval,172,electionsdemocracy,
4/17/2025 9:49:16,Amber,SL3XfW5IHdU,1132,interval,15,patriotism,
4/17/2025 9:49:06,Thomas Leonard,_y-59phRHRM,3376,interval,8,econtax,
4/17/2025 9:49:01,Thomas Leonard,_y-59phRHRM,3370,interval,4,campaign,
4/17/2025 9:48:59,Thomas Leonard,_y-59phRHRM,3318,interval,53,econtax,
4/17/2025 9:48:39,Thomas Leonard,_y-59phRHRM,3310,interval,20,electionsdemocracy,
4/17/2025 9:48:36,Owen Fick,4gkOjroD184,3194,interval,1,climate,
4/17/2025 9:48:35,Owen Fick,4gkOjroD184,3188,interval,4,race,
4/17/2025 9:48:33,Owen Fick,4gkOjroD184,3186,interval,1,lgbtq,
4/17/2025 9:48:23,Thomas Leonard,_y-59phRHRM,3263,interval,35,campaign,
4/17/2025 9:48:05,Thomas Leonard,_y-59phRHRM,3204,interval,58,familypersonal,
4/17/2025 9:47:45,Thomas Leonard,_y-59phRHRM,3198,interval,25,campaign,
4/17/2025 9:47:35,Thomas Leonard,_y-59phRHRM,2571,interval,631,familypersonal,
4/17/2025 9:47:18,Amber,SL3XfW5IHdU,945,interval,27,patriotism,
